signal_id,ticker,base_score,alignment_bonus,final_score,base_conf,conf_boost,final_conf,old_strength,new_strength
638,AAPL,14.04,0,14.04,0.699,0.0,0.699,NEUTRAL,NEUTRAL
637,OTP.BD,2.19,0,2.19,0.659,0.0,0.659,NEUTRAL,NEUTRAL
636,MOL.BD,21.4,0,21.4,0.6462,0.0,0.6462,WEAK,WEAK
635,OTP.BD,6.1,0,6.1,0.659,0.0,0.659,NEUTRAL,NEUTRAL
634,MOL.BD,26.27,0,26.27,0.7473,0.0,0.7473,WEAK,WEAK
633,OTP.BD,10.01,0,10.01,0.659,0.0,0.659,NEUTRAL,NEUTRAL
632,MOL.BD,17.66,0,17.66,0.7408,0.0,0.7408,WEAK,WEAK
631,OTP.BD,-1.86,0,-1.86,0.6825,0.0,0.6825,NEUTRAL,NEUTRAL
630,MOL.BD,31.56,0,31.56,0.6532,0.0,0.6532,WEAK,WEAK
629,OTP.BD,1.58,0,1.58,0.595,0.0,0.595,NEUTRAL,NEUTRAL
628,MOL.BD,31.17,0,31.17,0.6597,0.0,0.6597,WEAK,WEAK
627,OTP.BD,12.96,0,12.96,0.595,0.0,0.595,NEUTRAL,NEUTRAL
626,MOL.BD,24.57,0,24.57,0.6597,0.0,0.6597,WEAK,WEAK
625,OTP.BD,14.52,0,14.52,0.727,0.0,0.727,NEUTRAL,NEUTRAL
624,MOL.BD,30.44,0,30.44,0.7553,0.0,0.7553,WEAK,WEAK
623,OTP.BD,14.72,0,14.72,0.727,0.0,0.727,NEUTRAL,NEUTRAL
622,MOL.BD,40.78,5,45.78,0.7553,0.025,0.7803,WEAK,MODERATE
621,OTP.BD,17.06,0,17.06,0.6395,0.0,0.6395,WEAK,WEAK
620,MOL.BD,22.06,0,22.06,0.7553,0.0,0.7553,WEAK,WEAK
619,OTP.BD,10.28,0,10.28,0.727,0.0,0.727,NEUTRAL,NEUTRAL
618,MOL.BD,20.31,0,20.31,0.7553,0.0,0.7553,WEAK,WEAK
617,OTP.BD,7.4,0,7.4,0.7085,0.0,0.7085,NEUTRAL,NEUTRAL
616,MOL.BD,22.06,0,22.06,0.7553,0.0,0.7553,WEAK,WEAK
615,OTP.BD,8.54,0,8.54,0.7085,0.0,0.7085,NEUTRAL,NEUTRAL
614,MOL.BD,32.77,0,32.77,0.6597,0.0,0.6597,WEAK,WEAK
613,OTP.BD,8.86,0,8.86,0.7085,0.0,0.7085,NEUTRAL,NEUTRAL
612,MOL.BD,27.31,0,27.31,0.7553,0.0,0.7553,WEAK,WEAK
611,OTP.BD,-1.04,0,-1.04,0.762,0.0,0.762,NEUTRAL,NEUTRAL
610,MOL.BD,25.17,0,25.17,0.7338,0.0,0.7338,WEAK,WEAK
609,OTP.BD,-11.63,0,-11.63,0.7475,0.0,0.7475,NEUTRAL,NEUTRAL
608,MOL.BD,28.14,0,28.14,0.7338,0.0,0.7338,WEAK,WEAK
607,NVDA,4.15,0,4.15,0.7873,0.0,0.7873,NEUTRAL,NEUTRAL
606,MSFT,-10.48,0,-10.48,0.7895,0.0,0.7895,NEUTRAL,NEUTRAL
605,TSLA,4.03,0,4.03,0.783,0.0,0.783,NEUTRAL,NEUTRAL
604,AAPL,22.34,0,22.34,0.8125,0.0,0.8125,WEAK,WEAK
603,NVDA,3.91,0,3.91,0.6932,0.0,0.6932,NEUTRAL,NEUTRAL
602,MSFT,-10.64,0,-10.64,0.7895,0.0,0.7895,NEUTRAL,NEUTRAL
601,TSLA,-10.11,0,-10.11,0.7955,0.0,0.7955,NEUTRAL,NEUTRAL
600,AAPL,20.72,0,20.72,0.8125,0.0,0.8125,WEAK,WEAK
599,NVDA,-2.04,0,-2.04,0.6947,0.0,0.6947,NEUTRAL,NEUTRAL
598,MSFT,-7.42,0,-7.42,0.7905,0.0,0.7905,NEUTRAL,NEUTRAL
597,TSLA,12.37,0,12.37,0.8035,0.0,0.8035,NEUTRAL,NEUTRAL
596,AAPL,35.47,0,35.47,0.8135,0.0,0.8135,WEAK,MODERATE
595,NVDA,-14.43,0,-14.43,0.7797,0.0,0.7797,NEUTRAL,NEUTRAL
594,MSFT,0.39,0,0.39,0.686,0.0,0.686,NEUTRAL,NEUTRAL
593,TSLA,-11.38,0,-11.38,0.8005,0.0,0.8005,NEUTRAL,NEUTRAL
592,AAPL,27.83,0,27.83,0.8135,0.0,0.8135,WEAK,WEAK
591,NVDA,-12.23,0,-12.23,0.7797,0.0,0.7797,NEUTRAL,NEUTRAL
590,MOL.BD,20.34,0,20.34,0.7162,0.0,0.7162,WEAK,WEAK
589,OTP.BD,16.32,0,16.32,0.763,0.0,0.763,WEAK,WEAK
588,TSLA,1.93,0,1.93,0.71,0.0,0.71,NEUTRAL,NEUTRAL
587,GOOGL,-9.59,0,-9.59,0.7,0.0,0.7,NEUTRAL,NEUTRAL
586,MSFT,-19.48,0,-19.48,0.7735,0.0,0.7735,WEAK,WEAK
585,AAPL,31.94,0,31.94,0.712,0.0,0.712,WEAK,WEAK
584,NVDA,-12.23,0,-12.23,0.7797,0.0,0.7797,NEUTRAL,NEUTRAL
583,MSFT,-19.48,0,-19.48,0.7735,0.0,0.7735,WEAK,WEAK
582,TSLA,1.93,0,1.93,0.71,0.0,0.71,NEUTRAL,NEUTRAL
581,AAPL,31.94,0,31.94,0.712,0.0,0.712,WEAK,WEAK
580,NVDA,-12.78,0,-12.78,0.8022,0.0,0.8022,NEUTRAL,NEUTRAL
579,MSFT,-17.18,0,-17.18,0.773,0.0,0.773,WEAK,WEAK
578,TSLA,7.25,0,7.25,0.71,0.0,0.71,NEUTRAL,NEUTRAL
577,AAPL,21.8,0,21.8,0.7995,0.0,0.7995,WEAK,WEAK
576,NVDA,-12.2,0,-12.2,0.8027,0.0,0.8027,NEUTRAL,NEUTRAL
575,MSFT,-13.15,0,-13.15,0.7735,0.0,0.7735,NEUTRAL,NEUTRAL
574,TSLA,0.01,0,0.01,0.71,0.0,0.71,NEUTRAL,NEUTRAL
573,AAPL,16.72,0,16.72,0.7975,0.0,0.7975,WEAK,WEAK
572,NVDA,3.75,0,3.75,0.8103,0.0,0.8103,NEUTRAL,NEUTRAL
571,MSFT,-18.31,0,-18.31,0.7735,0.0,0.7735,WEAK,WEAK
570,TSLA,10.47,0,10.47,0.7975,0.0,0.7975,NEUTRAL,NEUTRAL
569,AAPL,30.51,0,30.51,0.801,0.0,0.801,WEAK,WEAK
568,NVDA,11.65,0,11.65,0.8103,0.0,0.8103,NEUTRAL,NEUTRAL
567,MSFT,-15.99,0,-15.99,0.7745,0.0,0.7745,WEAK,WEAK
566,TSLA,14.47,0,14.47,0.7973,0.0,0.7973,NEUTRAL,NEUTRAL
565,AAPL,33.82,0,33.82,0.801,0.0,0.801,WEAK,WEAK
564,NVDA,11.82,0,11.82,0.7073,0.0,0.7073,NEUTRAL,NEUTRAL
563,MSFT,9.35,0,9.35,0.7775,0.0,0.7775,NEUTRAL,NEUTRAL
562,TSLA,13.44,0,13.44,0.7143,0.0,0.7143,NEUTRAL,NEUTRAL
561,AAPL,27.11,0,27.11,0.712,0.0,0.712,WEAK,WEAK
560,NVDA,3.05,0,3.05,0.7998,0.0,0.7998,NEUTRAL,NEUTRAL
559,MSFT,6.91,0,6.91,0.6915,0.0,0.6915,NEUTRAL,NEUTRAL
558,TSLA,5.39,0,5.39,0.81,0.0,0.81,NEUTRAL,NEUTRAL
557,AAPL,27.32,0,27.32,0.7995,0.0,0.7995,WEAK,WEAK
556,NVDA,2.74,0,2.74,0.8003,0.0,0.8003,NEUTRAL,NEUTRAL
555,MSFT,-4.83,0,-4.83,0.779,0.0,0.779,NEUTRAL,NEUTRAL
554,TSLA,3.06,0,3.06,0.8048,0.0,0.8048,NEUTRAL,NEUTRAL
553,AAPL,25.07,0,25.07,0.712,0.0,0.712,WEAK,WEAK
552,NVDA,3.35,0,3.35,0.8003,0.0,0.8003,NEUTRAL,NEUTRAL
551,MSFT,-2.17,0,-2.17,0.6915,0.0,0.6915,NEUTRAL,NEUTRAL
550,TSLA,3.72,0,3.72,0.8113,0.0,0.8113,NEUTRAL,NEUTRAL
549,AAPL,16.75,0,16.75,0.7995,0.0,0.7995,WEAK,WEAK
548,NVDA,7.47,0,7.47,0.8073,0.0,0.8073,NEUTRAL,NEUTRAL
547,MSFT,-12.94,0,-12.94,0.7955,0.0,0.7955,NEUTRAL,NEUTRAL
546,TSLA,1.77,0,1.77,0.8037,0.0,0.8037,NEUTRAL,NEUTRAL
545,AAPL,12.16,0,12.16,0.7935,0.0,0.7935,NEUTRAL,NEUTRAL
544,NVDA,20.22,0,20.22,0.7172,0.0,0.7172,WEAK,WEAK
543,MSFT,-9.92,0,-9.92,0.7955,0.0,0.7955,NEUTRAL,NEUTRAL
542,TSLA,7.99,0,7.99,0.7163,0.0,0.7163,NEUTRAL,NEUTRAL
541,AAPL,23.92,0,23.92,0.706,0.0,0.706,WEAK,WEAK
540,NVDA,7.32,0,7.32,0.8147,0.0,0.8147,NEUTRAL,NEUTRAL
539,MSFT,-6.89,0,-6.89,0.708,0.0,0.708,NEUTRAL,NEUTRAL
538,TSLA,1.58,0,1.58,0.8037,0.0,0.8037,NEUTRAL,NEUTRAL
537,AAPL,14.02,0,14.02,0.8,0.0,0.8,NEUTRAL,NEUTRAL
536,NVDA,4.36,0,4.36,0.8223,0.0,0.8223,NEUTRAL,NEUTRAL
535,MSFT,-10.02,0,-10.02,0.7955,0.0,0.7955,NEUTRAL,NEUTRAL
534,TSLA,0.38,0,0.38,0.8037,0.0,0.8037,NEUTRAL,NEUTRAL
533,AAPL,14.75,0,14.75,0.705,0.0,0.705,NEUTRAL,NEUTRAL
532,NVDA,1.92,0,1.92,0.8107,0.0,0.8107,NEUTRAL,NEUTRAL
531,MSFT,0.05,0,0.05,0.6885,0.0,0.6885,NEUTRAL,NEUTRAL
530,TSLA,0.4,0,0.4,0.8037,0.0,0.8037,NEUTRAL,NEUTRAL
529,AAPL,19.44,0,19.44,0.7925,0.0,0.7925,WEAK,WEAK
528,NVDA,1.12,0,1.12,0.8107,0.0,0.8107,NEUTRAL,NEUTRAL
527,MSFT,4.06,0,4.06,0.793,0.0,0.793,NEUTRAL,NEUTRAL
526,TSLA,-0.06,0,-0.06,0.8037,0.0,0.8037,NEUTRAL,NEUTRAL
525,AAPL,23.46,0,23.46,0.705,0.0,0.705,WEAK,WEAK
524,NVDA,9.34,0,9.34,0.6475,0.0,0.6475,NEUTRAL,NEUTRAL
523,MSFT,7.9,0,7.9,0.7895,0.0,0.7895,NEUTRAL,NEUTRAL
522,TSLA,2.63,0,2.63,0.8014,0.0,0.8014,NEUTRAL,NEUTRAL
521,AAPL,2.85,0,2.85,0.799,0.0,0.799,NEUTRAL,NEUTRAL
520,OTP.BD,30.7,0,30.7,0.756,0.0,0.756,WEAK,WEAK
519,MOL.BD,17.53,0,17.53,0.7298,0.0,0.7298,WEAK,WEAK
518,NVDA,1.62,0,1.62,0.812,0.0,0.812,NEUTRAL,NEUTRAL
517,MOL.BD,15.95,0,15.95,0.7298,0.0,0.7298,WEAK,WEAK
516,OTP.BD,31.67,0,31.67,0.756,0.0,0.756,WEAK,WEAK
515,TSLA,-0.48,0,-0.48,0.7904,0.0,0.7904,NEUTRAL,NEUTRAL
514,GOOGL,16.51,0,16.51,0.782,0.0,0.782,WEAK,WEAK
513,MSFT,6.85,0,6.85,0.7895,0.0,0.7895,NEUTRAL,NEUTRAL
512,AAPL,24.61,0,24.61,0.7987,0.0,0.7987,WEAK,WEAK
511,NVDA,1.62,0,1.62,0.812,0.0,0.812,NEUTRAL,NEUTRAL
510,MSFT,6.85,0,6.85,0.7895,0.0,0.7895,NEUTRAL,NEUTRAL
509,TSLA,-0.48,0,-0.48,0.7904,0.0,0.7904,NEUTRAL,NEUTRAL
508,AAPL,24.61,0,24.61,0.7987,0.0,0.7987,WEAK,WEAK
507,OTP.BD,21.63,0,21.63,0.6685,0.0,0.6685,WEAK,WEAK
506,MOL.BD,20.38,0,20.38,0.7298,0.0,0.7298,WEAK,WEAK
505,NVDA,5.12,0,5.12,0.722,0.0,0.722,NEUTRAL,NEUTRAL
504,MOL.BD,10.15,0,10.15,0.7298,0.0,0.7298,NEUTRAL,NEUTRAL
503,OTP.BD,33.74,0,33.74,0.6685,0.0,0.6685,WEAK,WEAK
502,TSLA,4.63,0,4.63,0.7029,0.0,0.7029,NEUTRAL,NEUTRAL
501,GOOGL,12.49,0,12.49,0.782,0.0,0.782,NEUTRAL,NEUTRAL
500,MSFT,6.28,0,6.28,0.788,0.0,0.788,NEUTRAL,NEUTRAL
499,AAPL,0.8,0,0.8,0.798,0.0,0.798,NEUTRAL,NEUTRAL
498,NVDA,0.68,0,0.68,0.8095,0.0,0.8095,NEUTRAL,NEUTRAL
497,MSFT,-2.87,0,-2.87,0.7005,0.0,0.7005,NEUTRAL,NEUTRAL
496,TSLA,0.05,0,0.05,0.7009,0.0,0.7009,NEUTRAL,NEUTRAL
495,AAPL,0.28,0,0.28,0.798,0.0,0.798,NEUTRAL,NEUTRAL
494,OTP.BD,32.14,0,32.14,0.6775,0.0,0.6775,WEAK,WEAK
493,MOL.BD,-4.51,0,-4.51,0.7342,0.0,0.7342,NEUTRAL,NEUTRAL
492,NVDA,-0.12,0,-0.12,0.7165,0.0,0.7165,NEUTRAL,NEUTRAL
491,MOL.BD,-4.51,0,-4.51,0.7342,0.0,0.7342,NEUTRAL,NEUTRAL
490,OTP.BD,32.14,0,32.14,0.6775,0.0,0.6775,WEAK,WEAK
489,TSLA,2.84,0,2.84,0.7009,0.0,0.7009,NEUTRAL,NEUTRAL
488,GOOGL,12.58,0,12.58,0.791,0.0,0.791,NEUTRAL,NEUTRAL
487,MSFT,-1.13,0,-1.13,0.7005,0.0,0.7005,NEUTRAL,NEUTRAL
486,AAPL,2.99,0,2.99,0.7935,0.0,0.7935,NEUTRAL,NEUTRAL
485,NVDA,6.99,0,6.99,0.723,0.0,0.723,NEUTRAL,NEUTRAL
484,MOL.BD,-4.51,0,-4.51,0.7342,0.0,0.7342,NEUTRAL,NEUTRAL
483,OTP.BD,32.97,0,32.97,0.6775,0.0,0.6775,WEAK,WEAK
482,TSLA,7.81,0,7.81,0.7884,0.0,0.7884,NEUTRAL,NEUTRAL
481,GOOGL,19.94,0,19.94,0.7035,0.0,0.7035,WEAK,WEAK
480,MSFT,-2.62,0,-2.62,0.701,0.0,0.701,NEUTRAL,NEUTRAL
479,AAPL,4.4,0,4.4,0.7935,0.0,0.7935,NEUTRAL,NEUTRAL
478,NVDA,13.28,0,13.28,0.804,0.0,0.804,NEUTRAL,NEUTRAL
477,MOL.BD,4.88,0,4.88,0.6861,0.0,0.6861,NEUTRAL,NEUTRAL
476,OTP.BD,8.35,0,8.35,0.7612,0.0,0.7612,NEUTRAL,NEUTRAL
475,TSLA,-10.38,0,-10.38,0.7884,0.0,0.7884,NEUTRAL,NEUTRAL
474,GOOGL,29.22,0,29.22,0.791,0.0,0.791,WEAK,WEAK
473,MSFT,5.94,0,5.94,0.7845,0.0,0.7845,NEUTRAL,NEUTRAL
472,AAPL,6.42,0,6.42,0.8,0.0,0.8,NEUTRAL,NEUTRAL
471,NVDA,11.78,0,11.78,0.804,0.0,0.804,NEUTRAL,NEUTRAL
470,MSFT,5.94,0,5.94,0.7845,0.0,0.7845,NEUTRAL,NEUTRAL
469,TSLA,-10.38,0,-10.38,0.7884,0.0,0.7884,NEUTRAL,NEUTRAL
468,AAPL,4.79,0,4.79,0.803,0.0,0.803,NEUTRAL,NEUTRAL
467,OTP.BD,8.35,0,8.35,0.7612,0.0,0.7612,NEUTRAL,NEUTRAL
466,MOL.BD,4.88,0,4.88,0.6861,0.0,0.6861,NEUTRAL,NEUTRAL
465,NVDA,13.3,0,13.3,0.804,0.0,0.804,NEUTRAL,NEUTRAL
464,MOL.BD,4.88,0,4.88,0.6861,0.0,0.6861,NEUTRAL,NEUTRAL
463,OTP.BD,8.35,0,8.35,0.7612,0.0,0.7612,NEUTRAL,NEUTRAL
462,TSLA,-5.94,0,-5.94,0.7939,0.0,0.7939,NEUTRAL,NEUTRAL
461,GOOGL,29.22,0,29.22,0.791,0.0,0.791,WEAK,WEAK
460,MSFT,10.51,0,10.51,0.7905,0.0,0.7905,NEUTRAL,NEUTRAL
459,AAPL,4.79,0,4.79,0.803,0.0,0.803,NEUTRAL,NEUTRAL
458,NVDA,-11.45,0,-11.45,0.8025,0.0,0.8025,NEUTRAL,NEUTRAL
457,MSFT,8.53,0,8.53,0.7845,0.0,0.7845,NEUTRAL,NEUTRAL
456,TSLA,18.26,0,18.26,0.7989,0.0,0.7989,WEAK,WEAK
455,AAPL,5.5,0,5.5,0.8005,0.0,0.8005,NEUTRAL,NEUTRAL
454,OTP.BD,11.92,0,11.92,0.775,0.0,0.775,NEUTRAL,NEUTRAL
453,MOL.BD,13.25,0,13.25,0.7342,0.0,0.7342,NEUTRAL,NEUTRAL
452,OTP.BD,10.83,0,10.83,0.6875,0.0,0.6875,NEUTRAL,NEUTRAL
451,MOL.BD,14.99,0,14.99,0.7298,0.0,0.7298,NEUTRAL,NEUTRAL
450,NVDA,-9.98,0,-9.98,0.7922,0.0,0.7922,NEUTRAL,NEUTRAL
449,MOL.BD,16.84,0,16.84,0.7228,0.0,0.7228,WEAK,WEAK
448,OTP.BD,13.15,0,13.15,0.6995,0.0,0.6995,NEUTRAL,NEUTRAL
447,TSLA,0.88,0,0.88,0.7989,0.0,0.7989,NEUTRAL,NEUTRAL
446,GOOGL,35.02,0,35.02,0.8,0.0,0.8,WEAK,MODERATE
445,MSFT,3.36,0,3.36,0.7915,0.0,0.7915,NEUTRAL,NEUTRAL
444,AAPL,7.77,0,7.77,0.794,0.0,0.794,NEUTRAL,NEUTRAL
